gender,forecast_date,playin_flag,rd1_win,rd2_win,rd3_win,rd4_win,rd5_win,rd6_win,rd7_win,results_to,team_alive,team_id,team_name,team_rating,team_region,team_seed,team_slot
womens,2021-03-14,0,1.0,0.359675879112,0.012424751022,0.004219676302,0.000564905183,0.000119545164,1.0144438e-05,1,1,2571,South Dakota State,81.43,River Walk,9,102
womens,2021-03-14,0,1.0,0.299295501391,0.040530320735,0.01035075668,0.000669174933,7.9053808e-05,1.0070095e-05,1,1,2116,Central Florida,81.85,Alamo,10,26
womens,2021-03-14,0,1.0,0.32420724358,0.114949444636,0.008997434473,0.001070884041,8.2828366e-05,9.57078e-06,1,1,2617,Stephen F. Austin,81.22,Hemisfair,12,42
womens,2021-03-14,0,1.0,0.224637950376,0.032423227973,0.006413032208,0.001031088856,7.2905089e-05,5.315164e-06,1,1,252,Brigham Young,79.99,Mercado,11,82
womens,2021-03-14,0,1.0,0.158853996133,0.033821747818,0.001083633626,8.7417642e-05,1.1642498e-05,5.95516e-07,1,1,2117,Central Michigan,77.0,River Walk,12,106
womens,2021-03-14,0,1.0,0.137866087236,0.031348179738,0.000969656341,7.5852243e-05,9.822245e-06,4.87665e-07,1,1,304,Idaho State,76.71,River Walk,13,110
womens,2021-03-14,0,1.0,0.137018957606,0.015959734254,0.001405660109,0.000172474773,7.534108e-06,3.48075e-07,1,1,2057,Belmont,75.93,Mercado,12,74
womens,2021-03-14,0,1.0,0.183549930039,0.015679671433,0.000984760361,7.6287859e-05,3.727054e-06,2.82809e-07,1,1,71,Bradley,76.82,Hemisfair,11,50
womens,2021-03-14,0,1.0,0.054262047522,0.009165231997,0.0006258185,6.0491738e-05,2.058239e-06,7.5165e-08,1,1,2670,Virginia Commonwealth,73.78,Mercado,13,78
womens,2021-03-14,0,1.0,0.089164916623,0.017141270911,0.000255331262,2.3576533e-05,1.150738e-06,6.5272e-08,1,1,2750,Wright State,74.15,Alamo,13,14
womens,2021-03-14,0,1.0,0.116082209027,0.015638260881,0.000217387802,1.8914976e-05,8.68984e-07,4.6621e-08,1,1,302,UC-Davis,73.69,Alamo,12,10
womens,2021-03-14,0,1.0,0.076432150324,0.012354675489,0.000414070994,1.3807369e-05,1.250908e-06,4.2709e-08,1,1,2393,Middle Tennessee,73.3,River Walk,14,118
womens,2021-03-14,0,1.0,0.041259486548,0.005801088341,0.000490973806,3.6627051e-05,1.162331e-06,3.983e-08,1,1,2653,Troy,72.97,Mercado,15,94
womens,2021-03-14,0,1.0,0.030094259738,0.005403716156,0.000204303743,9.977216e-06,3.05153e-07,1.5049e-08,1,1,2751,Wyoming,72.72,Hemisfair,14,54
womens,2021-03-14,0,1.0,0.076525266333,0.010109645916,0.000202442397,6.866824e-06,1.61379e-07,6.237e-09,1,1,2329,Lehigh,70.71,Hemisfair,13,46
womens,2021-03-14,0,1.0,0.058788537855,0.003899292506,0.000211585862,3.896468e-06,1.38376e-07,5.882e-09,1,1,2182,Drexel,71.28,Alamo,14,22
womens,2021-03-14,0,1.0,0.020116853382,0.002519915621,0.000193086692,3.492773e-06,1.22065e-07,5.118e-09,1,1,2368,Marist,71.03,Alamo,15,30
womens,2021-03-14,0,1.0,0.023054426882,0.002328127436,0.00013791547,6.821742e-06,1.42761e-07,3.303e-09,1,1,2619,Stony Brook,69.7,Mercado,14,86
womens,2021-03-14,0,1.0,0.005217938981,0.000539729117,4.4948864e-05,8.58379e-07,4.7014e-08,9.62e-10,1,1,2296,Jackson State,68.54,River Walk,15,126
womens,2021-03-14,0,1.0,0.009157371554,0.000914364854,4.4180257e-05,1.948577e-06,2.9854e-08,5.16e-10,1,1,2448,North Carolina A&T,67.23,Mercado,16,66
womens,2021-03-14,0,1.0,0.002027861252,0.000196456984,1.3845004e-05,3.35009e-07,1.4736e-08,2.42e-10,1,1,2272,High Point,66.65,River Walk,16,98
womens,2021-03-14,0,1.0,0.003376147959,0.000219912612,1.9888067e-05,4.35529e-07,6.824e-09,1.83e-10,1,1,2382,Mercer,66.89,Hemisfair,16,34
womens,2021-03-14,0,1.0,0.003808704895,0.000316786491,9.725296e-06,2.00555e-07,2.604e-09,5.9e-11,1,1,116,Mount St. Mary's,65.66,Hemisfair,15,62
womens,2021-03-14,0,1.0,0.00048869733,2.2803885e-05,8.3194e-07,1.7002e-08,1.89e-10,3e-12,1,1,3084,Utah Valley,61.63,Alamo,16,2
